unique_id,expect_path,old_compact,new_compact,source_folder
1508__s08_STAGE8_statistics_v1__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1508__s08_STAGE8_statistics_v1__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0919_1508__s08_STAGE8_statistics_v1__uxm_tests_math_test_math05_num_deriv__191a99caff
1509__s08_STAGE8_statistics_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1509__s08_STAGE8_statistics_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0920_1509__s08_STAGE8_statistics_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1510__s08_STAGE8_statistics_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1510__s08_STAGE8_statistics_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0921_1510__s08_STAGE8_statistics_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1511__s08_STAGE8_statistics_v1__uxm_tests_matrix_tmp_det_debug__0ea11514b5,uxm/tests/all_expected_known/1511__s08_STAGE8_statistics_v1__uxm_tests_matrix_tmp_det_debug__0ea11514b5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0922_1511__s08_STAGE8_statistics_v1__uxm_tests_matrix_tmp_det_debug__0ea11514b5
1528__s08_STAGE8_statistics_v1__uxm_tests_native_test13_status_div_zero__1517d0d659,uxm/tests/all_expected_known/1528__s08_STAGE8_statistics_v1__uxm_tests_native_test13_status_div_zero__1517d0d659.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0934_1528__s08_STAGE8_statistics_v1__uxm_tests_native_test13_status_div_zero__1517d0d659
1529__s08_STAGE8_statistics_v1__uxm_tests_native_test14_branch_current_zero__475660ecab,uxm/tests/all_expected_known/1529__s08_STAGE8_statistics_v1__uxm_tests_native_test14_branch_current_zero__475660ecab.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0935_1529__s08_STAGE8_statistics_v1__uxm_tests_native_test14_branch_current_zero__475660ecab
1530__s08_STAGE8_statistics_v1__uxm_tests_native_test15_branch_nonzero__264c6a7d20,uxm/tests/all_expected_known/1530__s08_STAGE8_statistics_v1__uxm_tests_native_test15_branch_nonzero__264c6a7d20.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0936_1530__s08_STAGE8_statistics_v1__uxm_tests_native_test15_branch_nonzero__264c6a7d20
1600__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1600__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0990_1600__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1601__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1601__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0991_1601__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math05_num_deriv__191a99caff
1602__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1602__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0992_1602__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1603__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1603__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0993_1603__s09_STAGE9_prob_numeric_complex__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1604__s09_STAGE9_prob_numeric_complex__uxm_tests_matrix_tmp_det_debug__0ea11514b5,uxm/tests/all_expected_known/1604__s09_STAGE9_prob_numeric_complex__uxm_tests_matrix_tmp_det_debug__0ea11514b5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0994_1604__s09_STAGE9_prob_numeric_complex__uxm_tests_matrix_tmp_det_debug__0ea11514b5
1621__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test13_status_div_zero__1517d0d659,uxm/tests/all_expected_known/1621__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test13_status_div_zero__1517d0d659.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\1006_1621__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test13_status_div_zero__1517d0d659
1622__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test14_branch_current_zero__475660ecab,uxm/tests/all_expected_known/1622__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test14_branch_current_zero__475660ecab.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\1007_1622__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test14_branch_current_zero__475660ecab
1623__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test15_branch_nonzero__264c6a7d20,uxm/tests/all_expected_known/1623__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test15_branch_nonzero__264c6a7d20.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\1008_1623__s09_STAGE9_prob_numeric_complex__uxm_tests_native_test15_branch_nonzero__264c6a7d20
1668__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_complex_basic__0344e7a13a,uxm/tests/all_expected_known/1668__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT400000060000005000000,400000060000002236068,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\1048_1668__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_complex_basic__0344e7a13a
1675__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505,uxm/tests/all_expected_known/1675__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT9000000andabout2660000/2666666dependingn/rounding,90000002680000,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\1051_1675__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505
1676__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_probability_random__0cedf8d236,uxm/tests/all_expected_known/1676__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_probability_random__0cedf8d236.expect,"#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUTdeterministicrandomvalues,allcompile/runsuccess",77693921720350,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\1052_1676__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_probability_random__0cedf8d236
